"Title";"Seed";"Leech";"Poidsdutorrent";"date";"Categories";"Genre";"Plot"
"Virtual Revolution FRENCH DVDRIP 2019";"621";"20";"695.71MB";"12/12/2019";"Films";"Sciencefiction";"A Paris, en 2047, alors que la population vit connectée en permanence à des mondes virtuels, un agent employé par une multinationale est chargé de traquer des terroristes qui menacent le système."
"Noureev FRENCH DVDRIP 2019";"119";"3";"1.37GB";"12/12/2019";"Films";"Biopic";"Jeune prodige du célèbre ballet du Kirov, Rudolf Noureev est à Paris en juin 1961 pour se produire sur la scène de l'Opéra. Fasciné par les folles nuits parisiennes et par la vie artistique et culturelle de la capitale, il se lie d'amitié avec Clara Saint, jeune femme introduite dans les milieux huppés. Mais les hommes du KGB chargés de le surveiller ne voient pas d'un bon œil ses fréquentations \"occidentales\" et le rappellent à l'ordre. Confronté à un terrible dilemme, Noureev devra faire un choix irrévocable, qui va bouleverser sa vie à jamais. Mais qui va le faire entrer dans l’Histoire."
"Pom-pom Ladies FRENCH DVDRIP 2019";"121";"11";"693.56MB";"12/12/2019";"Films";"Comédie";"Pour ces femmes, la retraite n'est pas de tout repos… Bien décidées à lutter contre les préjugés, elles veulent prouver qu'il n'y a pas d'âge pour devenir pom-pom girl."
"Big Mamma 2 FRENCH HDLight 1080p 2006";"46";"6";"2.35GB";"12/12/2019";"Films";"Comédie";"Tom Fuller est suspecté d'avoir mis au point un virus informatique qui menace les systèmes plus sensibles du gouvernement. Pour éviter une catastrophe, l'agent du FBI Malcolm Turner doit absolument redevenir Big Mamma et se faire embaucher chez les Fuller comme gouvernante..."
"Big Mamma FRENCH HDLight 1080p 2000";"90";"2";"2.35GB";"12/12/2019";"Films";"Comédie";"Au sein du FBI, l'agent Malcolm Turner est réputé pour sa bravoure et son habileté. Passé maître dans l'art du déguisement, il sait en quelques minutes se fabriquer un nouveau visage, une voix et un look inédits pour infiltrer n'importe quel milieu. Après l'évasion d'un dangereux braqueur, Malcolm et son coéquipier se planquent devant le domicile de son ex-petite amie et présumée complice, Sherry. Lorsqu'elle se réfugie chez sa grand-mère, Big Mama, Malcolm n'hésite pas un instant à prendre l'apparence de la vieille dame pour recueillir son témoignage."
"Les Enfants Maudits : Troisième partie FRENCH WEBRIP 2019";"76";"10";"785.1MB";"12/12/2019";"Films";"Drame";"Heaven, désormais âgée de 17 ans, a retrouvé ses grands-parents. Elle pense vivre un rêve quand elle quitte l'isolement de Winnerow pour rejoindre le beau manoir bostonien de Tony et Jillian. Elle ignore que Jillian est psychologiquement instable, et que Tony cache de sombres et terribles secrets..."
"Les Enfants Maudits : Troisième partie FRENCH WEBRIP 720p 2019";"19";"0";"2.37GB";"12/12/2019";"Films";"Drame";"Heaven est une jeune mariée heureuse. Elle est prête à retourner s'installer dans sa ville natale. Mais sa visite au manoir Farthinggale la convainc de rester. Tony Tatterton lui promet une existence privilégiée. Heaven semble avoir tout pour être heureuse jusqu'à ce que les fantômes du passé viennent menacée sa nouvelle vie si précieuse."
"Les Enfants Maudits : Premier partie FRENCH WEBRIP 2019";"80";"6";"701.15MB";"12/12/2019";"Films";"Drame";"Heaven Casteel vit dans la misère en compagnie de ses parents, ses frères et sœurs et sa grand-mère. Elle est détestée par son père, Luke Casteel, alcoolique, qui découche souvent et revient de temps en temps pour rapporter des vivres à la famille. Sa grand-mère lui révèle que sa vraie maman est morte en la mettant au monde et qu’elle était pour son père l’amour de sa vie. Sarah, sa mère adoptive, quitte le foyer après avoir accouché d’un enfant mort-né. Sa grand-mère en meurt de chagrin. Tour à tour, le père vend ses enfants et Heaven est adoptée par Kitty et Cal, un couple riche. Mais Heaven devient l’esclave de Kitty et subit ses sautes d’humeur. Elle apprend que Kitty et son père ont eu une liaison et que suite à un avortement, Kitty n’a plus jamais pu avoir d’enfant."
"Greta TRUEFRENCH DVDRIP 2019";"94";"3";"693.57MB";"12/12/2019";"Films";"Policier,Thriller";"Quand Frances trouve un sac à main égaré dans le métro de New York, elle trouve naturel de le rapporter à sa propriétaire. C’est ainsi qu’elle rencontre Greta, veuve esseulée aussi excentrique que mystérieuse. L’une ne demandant qu’à se faire une amie et l’autre fragilisée par la mort récente de sa mère, les deux femmes vont vite se lier d’amitié comblant ainsi les manques de leurs existences. Mais Frances n’aurait-elle pas mordu trop vite à l’hameçon ?"
"Brightburn - L'enfant du mal VOSTFR WEBRIP 2019";"51";"4";"870.25MB";"11/12/2019";"Films";"Epouvante-horreur";"Tori Breyer a perdu tout espoir de devenir mère un jour, quand arrive dans sa vie un mystérieux bébé. Le petit Brandon est tout ce dont elle et son mari, Kyle, ont toujours rêvé : c’est un petit garçon éveillé, doué et curieux de tout. Mais à l’approche de la puberté, quelque chose d’aussi puissant que sinistre se manifeste chez lui. Tori nourrit bientôt d’atroces doutes sur son fils. Désormais, Brandon n’agit plus que pour satisfaire ses terribles besoins, et même ses proches sont en grave danger alors que l’enfant miraculeux se transforme en un redoutable prédateur qui se déchaîne sur leur petite ville sans histoire..."
"Toy Story 4 TRUEFRENCH DVDRIP 2019";"216";"9";"694.43MB";"11/12/2019";"Films";"Animation";"Woody a toujours privilégié la joie et le bien-être de ses jeunes propriétaires – Andy puis Bonnie – et de ses compagnons, n’hésitant pas à prendre tous les risques pour eux, aussi inconsidérés soient-ils. L’arrivée de Forky un nouveau jouet qui ne veut pas en être un dans la chambre de Bonnie met toute la petite bande en émoi. C’est le début d’une grande aventure et d’un extraordinaire voyage pour Woody et ses amis. Le cowboy va découvrir à quel point le monde peut être vaste pour un jouet…"
"Pirates des Caraïbes (Integrale) FRENCH HDlight 1080p 2003-2017";"200";"80";"20.32GB";"11/12/2019";"Films";"Fantastique";"Jack Sparrow est confronté au redoutable Capitaine Salazar et ses pirates meurtriers; Jack Sparrow se retrouve dans le Triangle des Bermudes à la recherche du légendaire Trident de Poséidon, un puissant artéfact qui donne un pouvoir absolu sur les mers."
"Pirates des Caraïbes : la Vengeance de Salazar FRENCH DVDRIP 2017";"94";"11";"1.37GB";"11/12/2019";"Films";"Fantastique";"Les temps sont durs pour le Capitaine Jack, et le destin semble même vouloir s’acharner lorsqu’un redoutable équipage fantôme mené par son vieil ennemi, le terrifiant Capitaine Salazar, s’échappe du Triangle du Diable pour anéantir tous les flibustiers écumant les flots… Sparrow compris ! Le seul espoir de survie du Capitaine Jack est de retrouver le légendaire Trident de Poséidon, qui donne à celui qui le détient tout pouvoir sur les mers et les océans. Mais pour cela, il doit forger une alliance précaire avec Carina Smyth, une astronome aussi belle que brillante, et Henry, un jeune marin de la Royal Navy au caractère bien trempé. À la barre du Dying Gull, un minable petit rafiot, Sparrow va tout entreprendre pour contrer ses revers de fortune, mais aussi sauver sa vie face au plus implacable ennemi qu’il ait jamais eu à affronter…"
"Pirates des Caraïbes : la Fontaine de Jouvence 1CD FRENCH DVDRIP 2011";"20";"3";"711.84MB";"11/12/2019";"Films";"Fantastique";"Dans cette histoire pleine d’action, où vérité, trahison, jeunesse éternelle et mort forment un cocktail explosif, le capitaine Jack Sparrow retrouve une femme qu’il a connue autrefois. Leurs liens sont-ils faits d’amour ou cette femme n’est-elle qu’une aventurière sans scrupules qui cherche à l’utiliser pour découvrir la légendaire Fontaine de Jouvence ? Lorsqu’elle l’oblige à embarquer à bord du Queen Anne’s Revenge, le bateau du terrible pirate Barbe-Noire, Jack ne sait plus ce qu’il doit craindre le plus : le redoutable maître du bateau ou cette femme surgie de son passé..."
"Pirates des Caraïbes, jusqu'au bout du monde FRENCH DVDRIP 2007";"70";"6";"697.85MB";"11/12/2019";"Films";"Fantastique";"L'âge d'or de la piraterie touche à sa fin. Même le terrifiant Vaisseau Fantôme et son capitaine maudit Davy Jones servent à présent Lord Cutler Beckett et la Compagnie anglaise des Indes Orientales. L'invincible Hollandais Volant écume désormais les sept mers, massacrant sans pitié pirates de tous bords et sabordant leurs navires. Will Turner, Elizabeth Swann et le capitaine Barbossa n'ont qu'une seule chance de résister à Beckett et à son armada destructrice : ils doivent rassembler les Neuf Seigneurs de la Cour des Frères, mais l'un des membres les plus éminents, le capitaine Jack Sparrow, manque à l'appel. Will, Elizabeth et Barbossa, secondés par Tia Dalma, Pintel et Ragetti, doivent faire voile vers des mers orientales inconnues, pour affronter un pirate chinois, le capitaine Sao Feng, et s'emparer des cartes qui les conduiront au-delà des limites du monde connu, là où Jack est retenu..."
"Pirates des Caraïbes, le secret du coffre maudit FRENCH DVDRIP 2006";"93";"3";"709.02MB";"11/12/2019";"Films";"Fantastique";"Dans ce nouvel opus de l'aventure Pirates des Caraïbes, le toujours aussi excentrique pirate Jack Sparrow est confronté subitement à son passé. Treize ans auparavant, Jack signait un pacte avec Davey Jones, le maître des sept mers, dont l'esprit maléfique n'a d'égal que son apparence tentaculaire. En échange de son âme, ce dernier lui promettait le commandement du mythique Black Pearl... Aujourd'hui, Jones vient donc récupérer sa dette. Mais donner son âme à Jones est sans issue, il n'y a pas de rédemption possible, c'est devenir comme tous les membres de son équipage maudit, un fantôme au physique aussi repoussant que terrifiant. Pour éviter ce sort funeste auquel Jack ne tient pas vraiment, il n'a qu'une solution : retrouver le coffre maudit de Jones où sont cachés les âmes emprisonnées..."
"Pirates des Caraïbes, la malédiction du Black Pearl FRENCH DVDRIP 2003";"76";"6";"698.17MB";"11/12/2019";"Films";"Fantastique";"Dans la mer des Caraïbes, au XVIIe siècle, Jack Sparrow, flibustier gentleman, voit sa vie idylle basculer le jour où son ennemi, le perfide capitaine Barbossa, lui vole son bateau, le Black Pearl, puis attaque la ville de Port Royal, enlevant au passage la très belle fille du gouverneur, Elizabeth Swann. L'ami d'enfance de celle-ci, Will Turner, se joint à Jack pour se lancer aux trousses du capitaine. Mais Will ignore qu'une malédiction frappe Barbossa et ses pirates. Lorsque la lune brille, ils se transforment en morts-vivants. Leur terrible sort ne prendra fin que le jour où le fabuleux trésor qu'ils ont amassé sera restitué..."
"Rogue Mission FRENCH DVDRIP 2018";"101";"10";"694.25MB";"11/12/2019";"Films";"Policier,Thriller";"Un missile soviétique a été piraté par un terroriste et lancé en direction de la côte ouest des États-Unis. Les américains et les russes vont être confrontés à un niveau de crise jamais atteint durant la guerre froide. Une course contre la montre s’engage pour empêcher un conflit nucléaire mondial apocalyptique."
"Boy Erased TRUEFRENCH HDlight 1080p 2019";"30";"1";"2.49GB";"11/12/2019";"Films";"Drame";"L’histoire vraie du coming out de Jared Eamons, le fils d’un pasteur baptiste dans une petite commune rurale des États-Unis où son orientation sexuelle est brutalement dévoilée à ses parents à l’âge de 19 ans. Craignant le rejet de sa famille, de ses amis et de sa communauté religieuse, Jared est poussé à entreprendre une thérapie de conversion (aussi appelée thérapie réparatrice ou thérapie de réorientation sexuelle). Il y entre en conflit avec le thérapeute principal, découvrant et revendiquant progressivement sa réelle identité."
"Zombi Child FRENCH WEBRIP 2019";"96";"9";"702.57MB";"11/12/2019";"Films";"Drame";"Haïti, 1962. Un homme est ramené d'entre les morts pour être envoyé de force dans l'enfer des plantations de canne à sucre. 55 ans plus tard, au prestigieux pensionnat de la Légion d'honneur à Paris, une adolescente haïtienne confie à ses nouvelles amies le secret qui hante sa famille. Elle est loin de se douter que ces mystères vont persuader l'une d'entre elles, en proie à un chagrin d'amour, à commettre l'irréparable."
"Barbie - Merveilleux Noël FRENCH DVDRIP 2011";"66";"4";"1.37GB";"11/12/2019";"Films";"Animation";"Alors qu'elles sont bloquées dans une campagne enneigée, Barbie et ses petites soeurs devaient organiser et préparer les fêtes de Noël en faisant du shopping dans leur grande cité..."
"Christmas story, la véritable histoire du Père Noël DVDRIP FRENCH 2009";"69";"3";"699.2MB";"11/12/2019";"Films";"Comédie";"En Laponie, les parents de Nikolas périssent dans un accident. Les familles du village décident de l'élever chacune leur tour pendant un an. Pour les remercier, Nikolas leur fabrique des objets en bois qu'il donne le jour de Noël. Ainsi commence l'histoire du Père Noël..."
"Beethoven sauve Noël FRENCH DVDRIP 2011";"40";"0";"702.26MB";"11/12/2019";"Films";"Comédie";"Un jeune elfe s'échappe d'un magasin de jouet, se retrouve dans une banlieue américaine et avec l'aide de son ami Beethoven va tenter de sauver les fêtes de Noël ..."
"The Wedding Guest FRENCH DVDRIP 2019";"40";"5";"695.24MB";"11/12/2019";"Films";"Drame";"Un film de Michael Winterbottom qui se déroule en Inde, avec Dev Patel dans le premier rôle."
"Qu'est-ce qu'on a encore fait au Bon Dieu ? FRENCH HDLight 1080p 2019";"120";"14";"2.12GB";"11/12/2019";"Films";"Comédie";"Le retour des familles Verneuil et Koffi au grand complet ! Claude et Marie Verneuil font face à une nouvelle crise. Leurs quatre gendres, Rachid, David, Chao et Charles sont décidés à quitter la France avec femmes et enfants pour tenter leur chance à l’étranger. Incapables d’imaginer leur famille loin d’eux, Claude et Marie sont prêts à tout pour les retenir. De leur côté, les Koffi débarquent en France pour le mariage de leur fille. Eux non plus ne sont pas au bout de leurs surprises… "
"Qu'est-ce qu'on a encore fait au Bon Dieu ? FRENCH BluRay 720p 2019";"18";"5";"4.37GB";"11/12/2019";"Films";"Comédie";NA
"Qu'est-ce qu'on a fait au Bon Dieu ? FRENCH DVDRIP 2014";"98";"5";"703.38MB";"11/12/2019";"Films";"Comédie";"Claude et Marie Verneuil, issus de la grande bourgeoisie catholique provinciale sont des parents plutôt \"vieille France\". Mais ils se sont toujours obligés à faire preuve d'ouverture d'esprit...Les pilules furent cependant bien difficiles à avaler quand leur première fille épousa un musulman, leur seconde un juif et leur troisième un chinois.Leurs espoirs de voir enfin l'une d'elles se marier à l'église se cristallisent donc sur la cadette, qui, alléluia, vient de rencontrer un bon catholique."
"Killerman FRENCH DVDRIP 2019";"979";"69";"693.96MB";"11/12/2019";"Films";"Action,Aventure";"Un trafiquant de fonds est victime d'amnésies après qu'un de ses deal ait tourné au réglement de comptes."
"The Wife FRENCH DVDRIP 2019";"88";"1";"700.18MB";"10/12/2019";"Films";"Drame";NA
"C'est quoi cette mamie?! FRENCH WEBRIP 2019";"306";"6";"695.34MB";"10/12/2019";"Films";"Comédie";"Après deux ans de joyeuse colocation, la tribu des 7 demi-frères et sœurs doit quitter le grand appart’ avant la rentrée. Alors que chacun part en vacances pour l’été avec ses parents respectifs, Gulliver, le petit dernier, est envoyé tout seul chez sa grand-mère au bord de la mer. Mais l’excentrique Mamie Aurore n’est pas une baby-sitter comme les autres et préfère faire la fête plutôt que de garder son petit-fils… Le reste de la troupe décide de venir à sa rescousse. C’est le début d’une nouvelle révolution. Elle voulait se la couler douce… Ils vont lui mener la vie dure !"
"Daughter of the Wolf FRENCH WEBRIP 2019";"1107";"49";"695.31MB";"10/12/2019";"Films";"Action,Aventure";"Clair Hamilton, ex-consultante militaire, revient du Moyen-Orient au moment de la mort de son père. Elle est confrontée à Charlie, son fils de 13 ans, en pleine crise d'adolescence. Alors qu'elle s'apprête à hériter d'une somme confortable, Clair est confrontée à un gang local qui prend son fils en otage. En représaille, elle enlève à son tour un des kidnappeurs et l'emmène affronter une nature hostile en Alaska..."
"Factory FRENCH WEBRIP 2019";"302";"4";"694.12MB";"10/12/2019";"Films";"Policier,Thriller";"Réagissant à la vente frauduleuse de leur usine, plusieurs ouvriers décident d’enlever l’oligarque propriétaire des lieux. Ils sont menés par “Le Gris”, un ancien des forces armées. L’enlèvement tourne à la prise d’otage, et, rapidement, la garde personnelle du patron encercle les lieux."
"Once Upon a Time at Christmas FRENCH WEBRIP 2019";"213";"17";"695.74MB";"10/12/2019";"Films";"Epouvante-horreur";"Douze jours avant Noël, un homme déguisé en Père Noël et sa compagne se lancent dans une épopée criminelle à Woodbridge. La police tente de les arrêter."
"The Catcher Was a Spy FRENCH DVDRIP 2019";"99";"3";"695.48MB";"10/12/2019";"Films";"Drame";"D'après l'histoire vraie de Moe Berg, joueur de baseball qui fut espion contre les nazis durant la 2nde Guerre Mondiale."
"Celle que Vous Croyez FRENCH DVDRIP 2019";"123";"1";"693.61MB";"10/12/2019";"Films";"Drame";"Pour épier son amant Ludo, Claire Millaud, 50 ans, crée un faux profil sur les réseaux sociaux et devient Clara une magnifique jeune femme de 24 ans. Alex, l’ami de Ludo, est immédiatement séduit. Claire, prisonnière de son avatar, tombe éperdument amoureuse de lui. Si tout se joue dans le virtuel, les sentiments sont bien réels. Une histoire vertigineuse où réalité et mensonge se confondent."
"Terra Willy - Planète inconnue FRENCH DVDRIP 2019";"187";"4";"695.19MB";"10/12/2019";"Films";"Animation";"Suite à la destruction de leur vaisseau, le jeune Willy est séparé de ses parents avec lesquels il voyageait dans l’espace. Sa capsule de secours atterrit sur une planète sauvage et inexplorée. Avec l’aide de Buck, un robot de survie, il va devoir tenir jusqu’à l’arrivée d’une mission de sauvetage. En attendant, Willy, Buck et Flash, une créature extra-terrestre avec laquelle ils se sont liés d’amitié, partent à la découverte de la planète, de sa faune, sa flore… mais aussi de ses dangers."
"Halloween VOSTFR DVDRIP 2018";"40";"3";"1.37GB";"09/12/2019";"Films";"Epouvante-horreur";"Laurie Strode est de retour pour un affrontement final avec Michael Myers, le personnage masqué qui la hante depuis qu'elle a échappé de justesse à sa folie meurtrière le soir d'Halloween 40 ans plus tôt."
"Sea Change FRENCH WEBRIP 2019";"161";"3";"696.47MB";"09/12/2019";"Films";"Drame";"Après la mort de son père, Miranda Merchant rejoint sa mère qui vit sur une île au large de la Nouvelle-Angleterre. Des légendes locales racontent que des créatures à moitié humaines et à moitié aquatiques vivent dans les environs : les Seawalkers. En explorant davantage le passé de sa famille, l'adolescente commence à se questionner sur de potentiels liens avec ce mythe."
"La Fureur du dragon TRUEFRENCH DVDRIP 1972";"93";"5";"665.45MB";"09/12/2019";"Films";"Action,Aventure";"Un aubergiste, propriétaire d'un restaurant chinois est assailli par un promoteur qui veut l'obliger à vendre son établissement. En désespoir de cause, l'aubergiste demande l'aide de Tang Lung alias \"Dragon\"."
"La Fureur De Vaincre TRUEFRENCH DVDRIP 1972";"79";"14";"1.37GB";"09/12/2019";"Films";"Action,Aventure";"Le meilleur élève d'une école d'arts martiaux de Shanghai décide de venger la mort de son maître disparu dans des circonstances mystérieuses."
"Frères Ennemis FRENCH DVDRIP 2019";"140";"1";"699.88MB";"09/12/2019";"Films";"Policier,Thriller";"Manuel et Driss ont grandi comme deux frères inséparables dans la même cité. Mais aujourd'hui tout les oppose. Manuel est à la tête d'un trafic de drogue, alors que Driss est devenu flic. Quand celui-ci est promu aux Stups, son retour bouleverse les équilibres et met Manuel en danger."
"Love Bite VOSTFR HDLight 720p 2012";"70";"3";"1.26GB";"09/12/2019";"Films";"Comédie";"Sans argent pour partir en vacances, Jamie et ses amis s'ennuient à mourir dans leur petite ville de Rainmouth. Leurs journées se résument à trainer dans les snacks, déambuler à la fête foraine et essayer désespérément de sortir avec une fille en s'incrustant dans des soirées."
"Spider-Man : New Generation FRENCH DVDRIP 2018";"98";"15";"1.38GB";"09/12/2019";"Films";"Animation";"Spider-Man : New Generation suit les aventures de Miles Morales, un adolescent afro-américain et portoricain qui vit à Brooklyn et s’efforce de s’intégrer dans son nouveau collège à Manhattan. Mais la vie de Miles se complique quand il se fait mordre par une araignée radioactive et se découvre des super-pouvoirs : il est désormais capable d’empoisonner ses adversaires, de se camoufler, de coller littéralement aux murs et aux plafonds ; son ouïe est démultipliée... Dans le même temps, le plus redoutable cerveau criminel de la ville, le Caïd, a mis au point un accélérateur de particules nucléaires capable d’ouvrir un portail sur d’autres univers. Son invention va provoquer l’arrivée de plusieurs autres versions de Spider-Man dans le monde de Miles, dont un Peter Parker plus âgé, Spider-Gwen, Spider-Man Noir, Spider-Cochon et Peni Parker, venue d’un dessin animé japonais."
"Dans Les Griffes De Mon Beau-Père TRUEFRENCH WEBRIP 2017";"96";"7";"702.11MB";"09/12/2019";"Films";"Policier,Thriller";"Après la mort de son compagnon, Peg élève seule ses deux filles de 15 et 17 ans. Alors qu'elle traverse une période de difficultés financières, elle rencontre Richard, un homme aisé qui dans un premier temps se montre attentionné, lui propose des sorties et lui permet d'échapper à son quotidien."
"The Foreigner TRUEFRENCH DVDRIP 2017";"148";"1";"692.36MB";"09/12/2019";"Films";"Policier,Thriller";"A Londres, un modeste propriétaire de restaurant de Chinatown va tenter de retrouver les terroristes irlandais responsables de la mort de sa fille."
"Rambo 3 DVDRIP ENGLISH 1988";"31";"6";"1.09GB";"09/12/2019";"Films";"Action,Aventure";NA
"Rambo 2 First Blood DVDRIP ENGLISH 1985";"36";"13";"1.09GB";"09/12/2019";"Films";"Action,Aventure";"John Rambo purge une peine de prison lorsque le Colonel Trautman lui donne la possibilité de sortir pour une mission délicate : avoir la preuve qu'il reste bel et bien des prisonniers américains au Vietnam."
"Rambo First Blood DVDRIP ENGLISH 1982";"44";"10";"793.43MB";"09/12/2019";"Films";"Action,Aventure";"John Rambo (Sylvester Stallone) est un héros de la Guerre du Vietnam errant de ville en ville à la recherche de ses anciens compagnons d'armes. Alors qu'il s'apprête à traverser une petite ville pour s'y restaurer, le Shérif Will Teasle (Brian Dennehy) l'arrête pour vagabondage. Emprisonné et maltraité par des policiers abusifs, Rambo devient fou furieux et s'enfuit dans les bois après avoir blessé de nombreux agents. Traqué comme une bête, l'ex-soldat est contraint de tuer un policier en légitime défense. Dès lors, la police locale et la garde nationale déploient des moyens considérables pour retrouver le fugitif. Le Colonel Trautman (Richard Crenna), son mentor, intervient et essaie de dissuader les deux camps de s'entre-tuer pendant que Rambo, acculé et blessé, rentre en guerre contre les autorités."
"Manhunt FRENCH DVDRIP 2019";"133";"0";"699.19MB";"09/12/2019";"Films";"Policier,Thriller";"L'avocat d'une puissante firme pharmaceutique d'Osaka est accusé d'un crime qu'il n'a pas commis. Alors que ce dernier prend la fuite pour trouver les coupables, un policer aux méthodes expéditives se lance à sa poursuite. Commence alors une chasse à l'homme entre fracas de tôle et tonnerre des armes à feu."
"Roxane FRENCH DVDRIP 2019";"78";"3";"702.73MB";"09/12/2019";"Films";"Comédie";"Toujours accompagné de sa fidèle poule Roxane, Raymond, petit producteur d’œufs bio en centre Bretagne a un secret bien gardé pour rendre ses poules heureuses : leur déclamer les tirades de Cyrano de Bergerac. Mais face à la pression et aux prix imbattables des grands concurrents industriels, sa petite exploitation est menacée. Il va avoir une idée aussi folle qu'incroyable pour tenter de sauver sa ferme, sa famille et son couple : faire le buzz sur Internet."
"Le Survivant des monts lointains FRENCH DVDRIP 1957";"55";"10";"698.62MB";"09/12/2019";"Films";"Western";"Lorsqu'une bande de desperados menée par le fameux Whitey Harbin prend pour cible répétée les trains locaux, les autorités du chemin de fer font appel à Grant McLaine, un homme au caractère endurci. Celui-ci est chargé de protéger la paix, mais les autorités n'avaient pas pris en considération que la meilleure gâchette de la bande de desperados n'était autre que Kid Utica, le petit frère de Grant. Lors de l'attaque du train par les bandits de Harbin, Grant, déchiré entre les liens du sang et son allégeance au chemin de fer, espère l'impossible tout en se préparant au pire..."
"Mes autres vies de chien TRUEFRENCH DVDRIP 2019";"115";"4";"694.61MB";"09/12/2019";"Films";"Comédie";"Un chien observe les êtres humains qui l'entourent pour comprendre le sens de sa propre existence."
"James Bond (Integrale) FRENCH HDlight 1080p 1962-2013";"91";"103";"66.97GB";"09/12/2019";"Films";"Policier,Thriller";"James Bond, également connu par son matricule 007, est un personnage de fiction créé en 1952 par l'écrivain et ancien espion britannique Ian Fleming dans le roman Espions, faites vos jeux (Casino Royale)."
"John Wick Parabellum VOSTFR DVDRIP 2019";"56";"9";"1.37GB";"09/12/2019";"Films";"Action,Aventure";"John Wick a transgressé une règle fondamentale : il a tué à l’intérieur même de l’Hôtel Continental. \"Excommunié\", tous les services liés au Continental lui sont fermés et sa tête mise à prix. John se retrouve sans soutien, traqué par tous les plus dangereux tueurs du monde."
"Tell Me Who I Am FRENCH WEBRIP 2019";"95";"7";"702.32MB";"08/12/2019";"Films";"Documentaire";"Après avoir perdu la mémoire, un jeune homme compte sur l'aide de son frère, mais le tableau idyllique qu'il lui décrit dissimule un terrible secret de famille."
"John Wick Parabellum MULTi 4K ULTRA HD x265 2019";"33";"34";"61.83GB";"08/12/2019";"Films";"Action,Aventure";"John Wick a transgressé une règle fondamentale : il a tué à l’intérieur même de l’Hôtel Continental. \"Excommunié\", tous les services liés au Continental lui sont fermés et sa tête mise à prix. John se retrouve sans soutien, traqué par tous les plus dangereux tueurs du monde."
"John Wick 2 VOSTFR DVDRIP 2017";"73";"6";"1.75GB";"08/12/2019";"Films";"Action,Aventure";"John Wick est forcé de sortir de sa retraite volontaire par un de ses ex-associés qui cherche à prendre le contrôle d’une mystérieuse confrérie de tueurs internationaux. Parce qu’il est lié à cet homme par un serment, John se rend à Rome, où il va devoir affronter certains des tueurs les plus dangereux du monde."
"John Wick VOSTFR DVDRIP 2014";"31";"1";"690.02MB";"08/12/2019";"Films";"Action,Aventure";NA
"Eli FRENCH WEBRIP 2019";"105";"12";"695.44MB";"08/12/2019";"Films";"Epouvante-horreur";"Un jeune garçon atteint d'une étrange maladie se retrouve dans une clinique isolée où d'affreux cauchemars viennent le hanter."
"The Laundromat : L'affaire des Panama Papers FRENCH WEBRIP 2019";"78";"7";"694.89MB";"08/12/2019";"Films";"Drame";"Après s'être fait extorquer l'argent de son assurance, une veuve en colère enquête jusqu'au Panama, où deux avocats rusés dissimulent de l'argent pour les super riches."
"Wounds FRENCH WEBRIP 2019";"173";"9";"695.87MB";"08/12/2019";"Films";"Epouvante-horreur";"Dans un bar de la Nouvelle-Orléans, un étudiant oublie son portable. Will, le barman, empoche le téléphone. A la nuit tombée, des SMS évoquant un tunnel et un livre maudit s'affichent. Au petit matin, des photos de dents ensanglantées apparaissent..."
"Manou, à l’école des goélands FRENCH DVDRIP 2019";"183";"7";"695.66MB";"08/12/2019";"Films";"Animation";"C’est l’histoire d’un martinet orphelin, élevé par des goélands. Courageux comme ses parents et astucieux comme tous les siens, il parviendra à réunir ces deux familles d’oiseaux qu’à priori tout oppose."
"Annabelle – La Maison Du Mal TRUEFRENCH DVDRIP 2019";"119";"4";"701.02MB";"08/12/2019";"Films";"Epouvante-horreur";"Déterminés à mettre Annabelle hors d'état de nuire, les démonologues Ed et Lorraine Warren enferment la poupée démoniaque dans leur \"pièce des souvenirs\", en prenant soin de la placer derrière une vitre sacrée et de solliciter la bénédiction d'un prêtre. Mais Annabelle réveille les esprits maléfiques qui l'entourent et qui s'intéressent désormais à de nouvelles victimes potentielles : Judy, la fille des Warren âgée de 10 ans, et ses amis. Une nouvelle nuit d'horreur se prépare…"
"Haunt FRENCH WEBRIP 2019";"189";"9";"695.48MB";"07/12/2019";"Films";"Epouvante-horreur";"Durant Halloween, un groupe d'amis croise une maison hantée \"extrême\", qui va les confronter à leurs peurs les plus sombres."
"Maléfique : Le Pouvoir du Mal TREUFRENCH TS MD 2019";"387";"20";"1.36GB";"07/12/2019";"Films";"Fantastique";NA
"The Master FRENCH DVDRIP 2012";"76";"6";"1.37GB";"07/12/2019";"Films";"Drame";"Freddie, un vétéran, revient en Californie après s’être battu dans le Pacifique. Alcoolique, il distille sa propre gnôle et contient difficilement la violence qu’il a en lui… Quand Freddie rencontre Lancaster Dodd – « le Maître », charismatique meneur d’un mouvement nommé la Cause, il tombe rapidement sous sa coupe..."
"A Star Is Born TRUEFRENCH DVDRIP 2018";"148";"5";"1.37GB";"07/12/2019";"Films";"Romance";"Jackson Maine, musicien chevronné, découvre Ally, une chanteuse qui a du mal à percer. Alors que la jeune femme est sur le point de renoncer à faire carrière, Jackson tombe amoureux d'elle et la propulse sur le devant de la scène. Bientôt éclipsé par le succès d'Ally, il vit de plus en plus de mal son propre déclin…"
